"authorid"|"paperid"
"2783"|"704564"
"2783"|"1241577"
"2783"|"1272282"
"2783"|"1459436"
"2783"|"1561484"
"2783"|"1756670"
"2783"|"1824008"
"2783"|"1958753"
"2783"|"2121492"
"3105"|"603562"
"3105"|"647574"
"3105"|"792910"
"3105"|"844605"
"3105"|"863071"
"3105"|"878798"
"3105"|"1082346"
"3105"|"1111156"
"3105"|"1120799"
"3105"|"1266789"
"3105"|"1420740"
"3105"|"1583963"
"3105"|"2109712"
"3105"|"2155401"
"3144"|"376255"
"3144"|"428765"
"3144"|"462200"
"3144"|"487875"
"3144"|"706045"
"3144"|"1411535"
"3144"|"1452311"
"3144"|"1648377"
"3144"|"1840213"
"3144"|"2021740"
"4203"|"36533"
"4203"|"89762"
"4203"|"122237"
"4203"|"155362"
"4203"|"163200"
"4203"|"202352"
"4203"|"245126"
"4203"|"271113"
"4203"|"294909"
"4203"|"324461"
"4203"|"374380"
"4203"|"394966"
"4203"|"401754"
"4203"|"414536"
"4203"|"453462"
"4203"|"457584"
"4203"|"457730"
"4203"|"476305"
"4203"|"512376"
"4203"|"540985"
"4203"|"551440"
"4203"|"570501"
"4203"|"584697"
"4203"|"658521"
"4203"|"688297"
"4203"|"728755"
"4203"|"738398"
"4203"|"754748"
"4203"|"769552"
"4203"|"819299"
"4203"|"857177"
"4203"|"874532"
"4203"|"883108"
"4203"|"884131"
"4203"|"921862"
"4203"|"931121"
"4203"|"941096"
"4203"|"954716"
"4203"|"985649"
"4203"|"1014925"
"4203"|"1039673"
"4203"|"1045181"
"4203"|"1045877"
"4203"|"1052250"
"4203"|"1064119"
"4203"|"1071435"
"4203"|"1109293"
"4203"|"1137932"
"4203"|"1185478"
"4203"|"1215625"
"4203"|"1244329"
"4203"|"1275338"
"4203"|"1277931"
"4203"|"1318419"
"4203"|"1337254"
"4203"|"1338655"
"4203"|"1339110"
"4203"|"1347090"
"4203"|"1397918"
"4203"|"1420679"
"4203"|"1451078"
"4203"|"1458398"
"4203"|"1474713"
"4203"|"1493790"
"4203"|"1494923"
"4203"|"1532874"
"4203"|"1560112"
"4203"|"1573235"
"4203"|"1617211"
"4203"|"1677125"
"4203"|"1701881"
"4203"|"1774934"
"4203"|"1796035"
"4203"|"1805329"
"4203"|"1826400"
"4203"|"1867293"
"4203"|"1869526"
"4203"|"1889845"
"4203"|"1922688"
"4203"|"1935033"
"4203"|"1981725"
"4203"|"1990822"
"4203"|"1992413"
"4203"|"1999361"
"4203"|"2022443"
"4203"|"2024181"
"4203"|"2028664"
"4203"|"2030003"
"4203"|"2034314"
"4203"|"2089741"
"4203"|"2091719"
"4203"|"2108179"
"4203"|"2119532"
"4203"|"2130251"
"4203"|"2149519"
"4203"|"2222732"
"4203"|"2226437"
"4272"|"7826"
"4272"|"34156"
"4272"|"64385"
"4272"|"68344"
"4272"|"78214"
"4272"|"167102"
"4272"|"174439"
"4272"|"184990"
"4272"|"190921"
"4272"|"199523"
"4272"|"200828"
"4272"|"246042"
"4272"|"248934"
"4272"|"268266"
"4272"|"270249"
"4272"|"280021"
"4272"|"352093"
"4272"|"360655"
"4272"|"442606"
"4272"|"473431"
"4272"|"475607"
"4272"|"487747"
"4272"|"495986"
"4272"|"496120"
"4272"|"537193"
"4272"|"549227"
"4272"|"576869"
"4272"|"578896"
"4272"|"590747"
"4272"|"604520"
"4272"|"718278"
"4272"|"735576"
"4272"|"756296"
"4272"|"766497"
"4272"|"768731"
"4272"|"878807"
"4272"|"891496"
"4272"|"927415"
"4272"|"948160"
"4272"|"957373"
"4272"|"974574"
"4272"|"984932"
"4272"|"1009775"
"4272"|"1084092"
"4272"|"1084827"
"4272"|"1090319"
"4272"|"1119049"
"4272"|"1142994"
"4272"|"1190859"
"4272"|"1250602"
"4272"|"1263847"
"4272"|"1271825"
"4272"|"1286597"
"4272"|"1353173"
"4272"|"1390066"
"4272"|"1423996"
"4272"|"1538343"
"4272"|"1539670"
"4272"|"1550864"
"4272"|"1569211"
"4272"|"1573213"
"4272"|"1582261"
"4272"|"1598261"
"4272"|"1670666"
"4272"|"1682840"
"4272"|"1685991"
"4272"|"1752809"
"4272"|"1802032"
"4272"|"1853839"
"4272"|"1894623"
"4272"|"1980957"
"4272"|"1981158"
"4272"|"2019642"
"4272"|"2075896"
"4272"|"2076685"
"4272"|"2196958"
"4272"|"2249212"
"6352"|"23181"
"6352"|"77393"
"6352"|"649492"
"6352"|"690714"
"6352"|"720689"
"6352"|"1096896"
"6352"|"1289525"
"6352"|"1413440"
"6352"|"1837664"
"6352"|"2172024"
"6874"|"19582"
"6874"|"24145"
"6874"|"250457"
"6874"|"285947"
"6874"|"293645"
"6874"|"368698"
"6874"|"781884"
"6874"|"872278"
"6874"|"946217"
"6874"|"1190111"
"6874"|"1247122"
"6874"|"1474572"
"6874"|"1515907"
"6874"|"1593158"
"6874"|"1595968"
"6874"|"1599189"
"6874"|"1883116"
"6874"|"1917487"
"6874"|"2015333"
"6874"|"2211469"
"6874"|"2220694"
"7482"|"364796"
"7482"|"618706"
"7482"|"676203"
"7482"|"975272"
"7482"|"1120150"
"7482"|"1184378"
"7482"|"1194376"
"7482"|"1210686"
"7482"|"1264471"
"7482"|"1304396"
"7482"|"1392426"
"7482"|"1472389"
"7482"|"1526678"
"7482"|"1656103"
"7482"|"2043254"
"7482"|"2102965"
"8342"|"65156"
"8342"|"310920"
"8342"|"511080"
"8342"|"527546"
"8342"|"590687"
"8342"|"605489"
"8342"|"836246"
"8342"|"837086"
"8342"|"1113105"
"8342"|"1209024"
"8342"|"1224953"
"8342"|"1260671"
"8342"|"1266852"
"8342"|"1277757"
"8342"|"1475025"
"8342"|"1484776"
"8342"|"1487954"
"8342"|"1551817"
"8342"|"1619581"
"8342"|"1716730"
"8342"|"1750563"
"8342"|"1884906"
"8342"|"1887296"
"8342"|"1924913"
"8342"|"1982939"
"8342"|"2033986"
"8342"|"2083401"
"8342"|"2130180"
"8342"|"2175698"
"8342"|"2219929"
"8358"|"66243"
"8358"|"71492"
"8358"|"72653"
"8358"|"108844"
"8358"|"265960"
"8358"|"285393"
"8358"|"316433"
"8358"|"323506"
"8358"|"323990"
"8358"|"364060"
"8358"|"370362"
"8358"|"449039"
"8358"|"452366"
"8358"|"546993"
"8358"|"604086"
"8358"|"609318"
"8358"|"610862"
"8358"|"642354"
"8358"|"646682"
"8358"|"667434"
"8358"|"676080"
"8358"|"739468"
"8358"|"774635"
"8358"|"779640"
"8358"|"786290"
"8358"|"804400"
"8358"|"806598"
"8358"|"835545"
"8358"|"901836"
"8358"|"935150"
"8358"|"937735"
"8358"|"999256"
"8358"|"1035720"
"8358"|"1069598"
"8358"|"1141896"
"8358"|"1233473"
"8358"|"1353824"
"8358"|"1375009"
"8358"|"1382055"
"8358"|"1398750"
"8358"|"1489317"
"8358"|"1502549"
"8358"|"1546248"
"8358"|"1565704"
"8358"|"1581348"
"8358"|"1584653"
"8358"|"1601222"
"8358"|"1625592"
"8358"|"1750271"
"8358"|"1784398"
"8358"|"1922958"
"8358"|"1958940"
"8358"|"1974347"
"8358"|"1974708"
"8358"|"2006412"
"8358"|"2040722"
"8358"|"2067339"
"8358"|"2147799"
"8358"|"2157262"
"8358"|"2176593"
"8358"|"2238456"
"8495"|"13894"
"8495"|"187627"
"8495"|"213208"
"8495"|"275201"
"8495"|"399695"
"8495"|"430623"
"8495"|"506548"
"8495"|"520838"
"8495"|"547513"
"8495"|"571848"
"8495"|"584701"
"8495"|"768572"
"8495"|"863577"
"8495"|"950789"
"8495"|"962561"
"8495"|"1037203"
"8495"|"1221605"
"8495"|"1290237"
"8495"|"1309063"
"8495"|"1393536"
"8495"|"1519522"
"8495"|"1532364"
"8495"|"1550167"
"8495"|"1721245"
"8495"|"1914353"
"8495"|"2104005"
"8495"|"2109530"
"8495"|"2170166"
"8495"|"2240662"
