"authorid"|"paperid"
"55"|"1507925"
"55"|"1513936"
"55"|"1514435"
"55"|"1516256"
"55"|"1521193"
"55"|"1536069"
"55"|"1537119"
"55"|"1545364"
"55"|"1559958"
"55"|"1561133"
"55"|"1561911"
"55"|"1562350"
"55"|"1564558"
"55"|"1567825"
"55"|"1572902"
"55"|"1575412"
"55"|"1587177"
"55"|"1588620"
"55"|"1596644"
"55"|"1598298"
"55"|"1598529"
"55"|"1598603"
"55"|"1600372"
"55"|"1604996"
"55"|"1605108"
"55"|"1609130"
"55"|"1611534"
"55"|"1613009"
"55"|"1614166"
"55"|"1617887"
"55"|"1618867"
"55"|"1618919"
"55"|"1619343"
"55"|"1627327"
"55"|"1629211"
"55"|"1634096"
"55"|"1637203"
"55"|"1638417"
"55"|"1639061"
"55"|"1639193"
"55"|"1645597"
"55"|"1647084"
"55"|"1647435"
"55"|"1659666"
"55"|"1665586"
"55"|"1669282"
"55"|"1671418"
"55"|"1674347"
"55"|"1686687"
"55"|"1689507"
"55"|"1690254"
"55"|"1691264"
"55"|"1692285"
"55"|"1693618"
"55"|"1696592"
"55"|"1704151"
"55"|"1704638"
"55"|"1705023"
"55"|"1705250"
"55"|"1709669"
"55"|"1709794"
"55"|"1715897"
"55"|"1717868"
"55"|"1728999"
"55"|"1737538"
"55"|"1740617"
"55"|"1743955"
"55"|"1748110"
"55"|"1754410"
"55"|"1762246"
"55"|"1767867"
"55"|"1768979"
"55"|"1779715"
"55"|"1782482"
"55"|"1791611"
"55"|"1792050"
"55"|"1796849"
"55"|"1805568"
"55"|"1807352"
"55"|"1809054"
"55"|"1813933"
"55"|"1819740"
"55"|"1822770"
"55"|"1842680"
"55"|"1842828"
"55"|"1844943"
"55"|"1845348"
"55"|"1845523"
"55"|"1846507"
"55"|"1868160"
"55"|"1871885"
"55"|"1874507"
"55"|"1874629"
"55"|"1883848"
"55"|"1886009"
"55"|"1892017"
"55"|"1905878"
"55"|"1909176"
"55"|"1912963"
"55"|"1914211"
"55"|"1917226"
"55"|"1923712"
"55"|"1930652"
"55"|"1935912"
"55"|"1953648"
"55"|"1958000"
"55"|"1961041"
"55"|"1963658"
"55"|"1964990"
"55"|"1971149"
"55"|"1973900"
"55"|"1974662"
"55"|"1976657"
"55"|"1978555"
"55"|"1988335"
"55"|"1988643"
"55"|"1993390"
"55"|"1996769"
"55"|"1998820"
"55"|"2001206"
"55"|"2001305"
"55"|"2006004"
"55"|"2010142"
"55"|"2014129"
"55"|"2020050"
"55"|"2020967"
"55"|"2025947"
"55"|"2031585"
"55"|"2033860"
"55"|"2043565"
"55"|"2047193"
"55"|"2050391"
"55"|"2052277"
"55"|"2054919"
"55"|"2060463"
"55"|"2061699"
"55"|"2067435"
"55"|"2069581"
"55"|"2069862"
"55"|"2071330"
"55"|"2078331"
"55"|"2086146"
"55"|"2088058"
"55"|"2089307"
"55"|"2092511"
"55"|"2097673"
"55"|"2100017"
"55"|"2101279"
"55"|"2107137"
"55"|"2116002"
"55"|"2126038"
"55"|"2130152"
"55"|"2133149"
"55"|"2135162"
"55"|"2139275"
"55"|"2139295"
"55"|"2140444"
"55"|"2144025"
"55"|"2145125"
"55"|"2148216"
"55"|"2149929"
"55"|"2152937"
"55"|"2160386"
"55"|"2160850"
"55"|"2161270"
"55"|"2169279"
"55"|"2169998"
"55"|"2170187"
"55"|"2172928"
"55"|"2172944"
"55"|"2182966"
"55"|"2185666"
"55"|"2187821"
"55"|"2188174"
"55"|"2188615"
"55"|"2188967"
"55"|"2189241"
"55"|"2203516"
"55"|"2209422"
"55"|"2213984"
"55"|"2219269"
"55"|"2221713"
"55"|"2223355"
"55"|"2227977"
"55"|"2228219"
"55"|"2228319"
"55"|"2232203"
"55"|"2233795"
"55"|"2235159"
"55"|"2238930"
"55"|"2239080"
"55"|"2239313"
"55"|"2242701"
"55"|"2243047"
"55"|"2248734"
"55"|"2253161"
"55"|"2254072"
"426"|"873"
"426"|"37257"
"426"|"92584"
"426"|"174625"
"426"|"212235"
"426"|"284639"
"426"|"581263"
"426"|"608753"
"426"|"643226"
"426"|"703799"
"426"|"733468"
"426"|"762357"
"426"|"841427"
"426"|"885676"
"426"|"1020664"
"426"|"1200538"
"426"|"1220376"
"426"|"1309402"
"426"|"1397733"
"426"|"1425521"
"426"|"1474160"
"426"|"1506113"
"426"|"1513874"
"426"|"1522781"
"426"|"1525094"
"426"|"1591324"
"426"|"1619181"
"426"|"1620205"
"426"|"1715768"
"426"|"1738852"
"426"|"1743931"
"426"|"1755057"
"426"|"1886966"
"426"|"1896437"
"426"|"2114604"
"426"|"2131795"
"1861"|"59550"
"1861"|"124595"
"1861"|"282043"
"1861"|"528639"
"1861"|"922192"
"1861"|"1048827"
"1861"|"1059590"
"1861"|"1818633"
