"id"|"shortname"|"fullname"|"homepage"
"4452"|"WORLD J SURGERY"|"World Journal of Surgery"|"http://www.springerlink.com/content/101185/"
"5708"|"NUCL INSTRUM METH PHYS RES B"|"Nuclear Instruments & Methods in Physics Research Section B-beam Interactions With Materials and Atoms"|"http://www.sciencedirect.com/science/journal/0168583X"
"8558"|"PHYS LETT B"|"Physics Letters B"|"http://www.sciencedirect.com/science/journal/03702693"
"7827"|"ANN N Y ACAD SCI"|"Annals of The New York Academy of Sciences"|""
"3223"|""|"Gastroenterology"|"http://www.gastrojournal.org/"
"209"|"CACM"|"Communications of The ACM"|"http://cacm.acm.org/"
"4390"|""|"Transplantation"|"http://journals.lww.com/transplantjournal/pages/default.aspx"
"1792"|"PROTEINS"|"Proteins-structure Function and Bioinformatics"|"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0134"
"2814"|""|"Carcinogenesis"|"http://carcin.oxfordjournals.org/"
"1600"|"FEBS J"|"Febs Journal"|"http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1742-4658"
"7544"|""|"Virology"|"http://www.sciencedirect.com/science/journal/00426822"
"5383"|"IND ENG CHEM RES"|"Industrial & Engineering Chemistry Research"|"http://pubs.acs.org/journal/iecred"
"7"|"TON"|"IEEE/ACM Transactions on Networking"|"http://www.ton.seas.upenn.edu/"
"7524"|"PLOS PATHOG"|"PLOS Pathogens"|"http://1553-7374.plosjournals.org/"
"2073"|"INT J QUANTUM CHEM"|"International Journal of Quantum Chemistry"|"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-461X"
"2918"|"CLIN NUCL MED"|"Clinical Nuclear Medicine"|"http://journals.lww.com/nuclearmed/pages/default.aspx"
"2328"|"RUSS J INORG CHEM"|"Russian Journal of Inorganic Chemistry"|"http://www.springerlink.com/content/119897/"
"1946"|"CHEM ENG SCI"|"Chemical Engineering Science"|""
"5362"|"IEEE TRANS ROBOTICS AUTOMAT"|"IEEE Transactions on Robotics and Automation"|"http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=70"
"5657"|"MATH PROBL ENG"|"Mathematical Problems in Engineering"|"http://www.hindawi.com/journals/mpe/"
"5354"|"IEEE TRANS MICROWAVE THEORY"|"IEEE Transactions on Microwave Theory and Techniques"|"http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=22"
"2148"|"J MED CHEM"|"Journal of Medicinal Chemistry"|"http://pubs.acs.org/journal/jmcmar"
"794"|""|"Applied Mathematics Letters"|"www.elsevier.com/locate/aml"
"26"|"TPDS"|"IEEE Transactions on Parallel and Distributed Systems"|"www.computer.org/tpds/"
"2881"|"CLIN EXP DERMATOL"|"Clinical and Experimental Dermatology"|"http://www.wiley.com/bw/submit.asp?ref=0307-6938&site=1"
"5254"|"EUR J CONTROL"|"European Journal of Control"|"http://ejc.revuesonline.com/acceuil.jsp"
"225"|"TOG"|"ACM Transactions on Graphics"|"http://www.acm.org/tog/"
"787"|"Artificial"|"Advanced Engineering Informatics"|"www.elsevier.com/locate/aei"
"787"|"Artificial"|"Advanced Engineering Informatics"|"www.elsevier.com/locate/aei"
"5383"|"IND ENG CHEM RES"|"Industrial & Engineering Chemistry Research"|"http://pubs.acs.org/journal/iecred"
"5678"|"MICROCHEM J"|"Microchemical Journal"|""
"373"|"IJCV"|"International Journal of Computer Vision"|"http://www.wkap.nl/journalhome.htm/0920-5691"
"2800"|"CANCER EPIDEM BIOMARKER PREV"|"Cancer Epidemiology Biomarkers & Prevention"|"http://cebp.aacrjournals.org/"
"2919"|"CLIN NUTR"|"Clinical Nutrition"|"http://www.elsevier.com/wps/find/journaldescription.cws_home/623017/description#description"
"8566"|"PHYS REV B"|"Physical Review B"|"http://prb.aps.org/"
"1792"|"PROTEINS"|"Proteins-structure Function and Bioinformatics"|"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0134"
"8156"|"CHEM RES TOXICOL"|"Chemical Research in Toxicology"|"http://pubs.acs.org/journal/crtoec"
"2083"|"J AM CHEM SOC"|"Journal of The American Chemical Society"|"http://pubs.acs.org/journal/jacsat"
"1946"|"CHEM ENG SCI"|"Chemical Engineering Science"|""
"5354"|"IEEE TRANS MICROWAVE THEORY"|"IEEE Transactions on Microwave Theory and Techniques"|"http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=22"
"14320"|""|"Applied Superconductivity"|"http://www.sciencedirect.com/science/journal/09641807"
"19318"|""|"Brazilian Dental Journal"|"http://www.forp.usp.br/bdj/"
"7779"|"NAT GENET"|"Nature Genetics"|"http://www.nature.com/ng/index.html"
"7779"|"NAT GENET"|"Nature Genetics"|"http://www.nature.com/ng/index.html"
"5485"|"J APPL SPECTROSC"|"Journal of Applied Spectroscopy"|""
"8520"|"MOD PHYS LETT B"|"Modern Physics Letters B"|"http://ejournals.worldscientific.com.sg/mplb/mplb.shtml"
"4828"|"J BANK FINAN"|"Journal of Banking & Finance"|"http://www.sciencedirect.com/science/journal/03784266"
"5678"|"MICROCHEM J"|"Microchemical Journal"|""
"2814"|""|"Carcinogenesis"|"http://carcin.oxfordjournals.org/"
"5708"|"NUCL INSTRUM METH PHYS RES B"|"Nuclear Instruments & Methods in Physics Research Section B-beam Interactions With Materials and Atoms"|"http://www.sciencedirect.com/science/journal/0168583X"
"2800"|"CANCER EPIDEM BIOMARKER PREV"|"Cancer Epidemiology Biomarkers & Prevention"|"http://cebp.aacrjournals.org/"
"1585"|"EUR J BIOCHEM"|"European Journal of Biochemistry"|""
"248"|""|"Science"|"http://www.sciencemag.org/"
"253"|""|"Sigmod Record"|"www.sigmod.org/record"
"4847"|"J DEVELOP ECON"|"Journal of Development Economics"|"http://www.sciencedirect.com/science/journal/03043878"
"7697"|"GENOME RES"|"Genome Research"|"http://genome.cshlp.org/"
"7889"|"BEHAV BRAIN SCI"|"Behavioral and Brain Sciences"|"http://journals.cambridge.org/action/displayJournal?jid=BBS"
"919"|"PNAS"|"Proceedings of The National Academy of Sciences"|"http://www.pnas.org/"
"248"|""|"Science"|"http://www.sciencemag.org/"
"5562"|"J MANUF SYST"|"Journal of Manufacturing Systems"|"http://www.sme.org/cgi-bin/pubs.pl?/pubs/jms.htm&&SME&"
"11514"|"STUD SECOND LANG ACQUIS"|"Studies in Second Language Acquisition"|"http://journals.cambridge.org/action/displayJournal?jid=SLA"
"3443"|"J ALLERG CLIN IMMUNOL"|"Journal of Allergy and Clinical Immunology"|"http://www.jacionline.org/"
"3443"|"J ALLERG CLIN IMMUNOL"|"Journal of Allergy and Clinical Immunology"|"http://www.jacionline.org/"
"5812"|"SENSOR ACTUATOR A-PHYS"|"Sensors and Actuators A-physical"|"http://www.sciencedirect.com/science/journal/09244247"
"2274"|"POLYCYCL AROMAT COMPOUND"|"Polycyclic Aromatic Compounds"|"http://www.tandfonline.com/loi/gpol20"
"4847"|"J DEVELOP ECON"|"Journal of Development Economics"|"http://www.sciencedirect.com/science/journal/03043878"
"9570"|"CAN J BEHAV SCI"|"Canadian Journal of Behavioural Science-revue Canadienne Des Sciences Du Comportement"|"http://psycnet.apa.org/journals/cbs/"
"413"|"ORL"|"Operations Research Letters"|"www.elsevier.com/locate/orl"
"7889"|"BEHAV BRAIN SCI"|"Behavioral and Brain Sciences"|"http://journals.cambridge.org/action/displayJournal?jid=BBS"
"5485"|"J APPL SPECTROSC"|"Journal of Applied Spectroscopy"|""
"912"|""|"Nature"|"http://www.nature.com/nature/index.html"
"3040"|""|"Dermatology"|"http://content.karger.com/ProdukteDB/produkte.asp?Aktion=JournalHome&ProduktNr=224164"
"7889"|"BEHAV BRAIN SCI"|"Behavioral and Brain Sciences"|"http://journals.cambridge.org/action/displayJournal?jid=BBS"
"14849"|""|"Yearbook of Critical Care Medicine"|"http://www.elsevier.com/wps/find/journaldescription.cws_home/623205/description#description"
"5383"|"IND ENG CHEM RES"|"Industrial & Engineering Chemistry Research"|"http://pubs.acs.org/journal/iecred"
"15122"|""|"Industrial & Engineering Chemistry Fundamentals"|"http://pubs.acs.org/loi/iecfa7"
"7889"|"BEHAV BRAIN SCI"|"Behavioral and Brain Sciences"|"http://journals.cambridge.org/action/displayJournal?jid=BBS"
"8518"|"MICROWAVE OPT TECHNOL LETT"|"Microwave and Optical Technology Letters"|"http://www.interscience.wiley.com/jpages/0895-2477/"
"8558"|"PHYS LETT B"|"Physics Letters B"|"http://www.sciencedirect.com/science/journal/03702693"
"11696"|"SCI CHINA-PHYS MECH ASTRON"|"Science China-physics Mechanics & Astronomy"|"http://www.springer.com/physics/journal/11433"
"8528"|"NUCL PHYS B"|"Nuclear Physics B"|"http://www.elsevier.com/wps/find/journaldescription.cws_home/505716/description#description"
"8582"|"PHYSICA B"|"Physica B-condensed Matter"|"http://www.elsevier.com/wps/find/journaldescription.cws_home/505712/description#description"
"248"|""|"Science"|"http://www.sciencemag.org/"
"1945"|"CHEM ENG RES DES"|"Chemical Engineering Research & Design"|"www.elsevier.com/locate/cherd"
"2814"|""|"Carcinogenesis"|"http://carcin.oxfordjournals.org/"
"14072"|""|"Colloids and Surfaces"|""
"5347"|"IEEE TRANS ELECTRON DEVICES"|"IEEE Transactions on Electron Devices"|"http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=16"
"7008"|"SURF COAT TECH"|"Surface & Coatings Technology"|"http://www.elsevier.com/wps/find/journaldescription.cws_home/504101/description#description"
"3979"|"NICOTINE TOB RES"|"Nicotine & Tobacco Research"|"http://ntr.oxfordjournals.org/"
"6391"|"INT J ROCK MECH MINING SCI"|"International Journal of Rock Mechanics and Mining Sciences"|"http://www.journals.elsevier.com/international-journal-of-rock-mechanics-and-mining-sciences/"
"6391"|"INT J ROCK MECH MINING SCI"|"International Journal of Rock Mechanics and Mining Sciences"|"http://www.journals.elsevier.com/international-journal-of-rock-mechanics-and-mining-sciences/"
"2163"|"J ORG CHEM"|"Journal of Organic Chemistry"|"http://pubs.acs.org/journal/joceah"
"8568"|"PHYS REV D"|"Physical Review D"|"http://prd.aps.org/"
"850"|"TCSV"|"IEEE Transactions on Circuits and Systems for Video Technology"|"http://tcsvt.polito.it/"
"3949"|""|"Nephron"|"http://content.karger.com/ProdukteDB/produkte.asp?Aktion=JournalHome&ProduktNr=223854&ContentOnly=false"
"7345"|"PROC AMER MATH SOC"|"Proceedings of The American Mathematical Society"|"http://www.ams.org/proc/"
"7345"|"PROC AMER MATH SOC"|"Proceedings of The American Mathematical Society"|"http://www.ams.org/proc/"
"3557"|"J DERMATOLOGICAL SCI"|"Journal of Dermatological Science"|"http://www.elsevier.com/wps/find/journaldescription.cws_home/505952/description#description"
"3557"|"J DERMATOLOGICAL SCI"|"Journal of Dermatological Science"|"http://www.elsevier.com/wps/find/journaldescription.cws_home/505952/description#description"
"8558"|"PHYS LETT B"|"Physics Letters B"|"http://www.sciencedirect.com/science/journal/03702693"
"27"|"TSE"|"IEEE Transactions on Software Engineering"|"http://ieeexplore.ieee.org/servlet/opac?punumber=32"
"6197"|"WATER SCI TECHNOL"|"Water Science and Technology"|""
"5591"|"J PROPUL POWER"|"Journal of Propulsion and Power"|"http://www.aiaa.org/content.cfm?pageid=322&lupubid=24"
"1455"|"BIOCHEM J"|"Biochemical Journal"|"http://www.biochemj.org/bj/default.htm"
"3768"|"J VISION"|"Journal of Vision"|"http://www.journalofvision.org/"
"8558"|"PHYS LETT B"|"Physics Letters B"|"http://www.sciencedirect.com/science/journal/03702693"
"8568"|"PHYS REV D"|"Physical Review D"|"http://prd.aps.org/"
"912"|""|"Nature"|"http://www.nature.com/nature/index.html"
"3443"|"J ALLERG CLIN IMMUNOL"|"Journal of Allergy and Clinical Immunology"|"http://www.jacionline.org/"
"3443"|"J ALLERG CLIN IMMUNOL"|"Journal of Allergy and Clinical Immunology"|"http://www.jacionline.org/"
"16306"|""|"Stochastics An International Journal of Probability and Stochastic Processes"|"http://www.informaworld.com/smpp/title~content=t713652481~db=all"
"3041"|"DEUT MED WOCHENSCHR"|"Deutsche Medizinische Wochenschrift"|"http://www.thieme.de/dmw/index.html"
"8396"|"EUR PHYS J C"|"European Physical Journal C"|"http://www.springerlink.com/openurl.asp?genre=journal&issn=1434-6044"
"2796"|"CANCER CAUSE CONTROL"|"Cancer Causes & Control"|"http://www.springer.com/biomed/cancer/journal/10552"
"3428"|"IRISH J MED SCI"|"Irish Journal of Medical Science"|"http://www.ijms.ie/"
"3428"|"IRISH J MED SCI"|"Irish Journal of Medical Science"|"http://www.ijms.ie/"
"153"|"DKE"|"Data & Knowledge Engineering"|"www.elsevier.com/locate/datak"
"8532"|"NUOVO CIMENTO A-NUCL PART F"|"Nuovo Cimento Della Societa Italiana Di Fisica A-nuclei Particles and Fields"|"http://library.epfl.ch/en/periodicals/?recId=12837924"
"10323"|"COMMUN RES"|"Communication Research"|"http://crx.sagepub.com/"
"5353"|"IEEE TRANS INSTRUM MEAS"|"IEEE Transactions on Instrumentation and Measurement"|"http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=19"
"794"|""|"Applied Mathematics Letters"|"www.elsevier.com/locate/aml"
"8156"|"CHEM RES TOXICOL"|"Chemical Research in Toxicology"|"http://pubs.acs.org/journal/crtoec"
"407"|""|"Neuroimage"|"http://www.apnet.com/www/journal/ni.htm"
"8566"|"PHYS REV B"|"Physical Review B"|"http://prb.aps.org/"
"4356"|"TECH COLOPROCTOLOGY"|"Techniques in Coloproctology"|"http://www.springerlink.com/content/103535/"
"4356"|"TECH COLOPROCTOLOGY"|"Techniques in Coloproctology"|"http://www.springerlink.com/content/103535/"
"299"|"CORR"|"Computing Research Repository"|"http://arxiv.org/corr/home"
"2355"|"SURF INTERFACE ANAL"|"Surface and Interface Analysis"|"http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1096-9918"
"8396"|"EUR PHYS J C"|"European Physical Journal C"|"http://www.springerlink.com/openurl.asp?genre=journal&issn=1434-6044"
"4435"|""|"Virchows Archiv"|"http://www.springerlink.com/content/100455/"
"912"|""|"Nature"|"http://www.nature.com/nature/index.html"
"7827"|"ANN N Y ACAD SCI"|"Annals of The New York Academy of Sciences"|""
"1850"|"ACTA CRYSTALLOGR D-BIOL CRYST"|"Acta Crystallographica Section D-biological Crystallography"|"http://journals.iucr.org/d/journalhomepage.html"
"912"|""|"Nature"|"http://www.nature.com/nature/index.html"
"3768"|"J VISION"|"Journal of Vision"|"http://www.journalofvision.org/"
"10693"|"INT J INTERCULT RELAT"|"International Journal of Intercultural Relations"|"http://www.sciencedirect.com/science/journal/01471767"
"8570"|"PHYS REV LETT"|"Physical Review Letters"|"http://prl.aps.org/"
"796"|"AMC"|"Applied Mathematics and Computation"|"www.elsevier.com/locate/amc"
"3456"|"J AMER COLL SURGEONS"|"Journal of The American College of Surgeons"|"http://www.journalacs.org/"
"3456"|"J AMER COLL SURGEONS"|"Journal of The American College of Surgeons"|"http://www.journalacs.org/"
"8527"|"NUCL PHYS A"|"Nuclear Physics A"|"http://www.sciencedirect.com/science/journal/03759474"
"2124"|"J CRYST GROWTH"|"Journal of Crystal Growth"|"http://www.sciencedirect.com/science/journal/00220248"
"4451"|"WORLD J SURG ONCOL"|"World Journal of Surgical Oncology"|"http://www.wjso.com"
"4451"|"WORLD J SURG ONCOL"|"World Journal of Surgical Oncology"|"http://www.wjso.com"
"8449"|"J APPL PHYS"|"Journal of Applied Physics"|"http://ojps.aip.org/japo"
"8156"|"CHEM RES TOXICOL"|"Chemical Research in Toxicology"|"http://pubs.acs.org/journal/crtoec"
"25"|"PAMI"|"IEEE Transactions on Pattern Analysis and Machine Intelligence"|"http://computer.org/tpami/"
"7229"|"J DIFFERENTIAL EQUATIONS"|"Journal of Differential Equations"|"http://www.sciencedirect.com/science/journal/00220396"
"3655"|"J NAT CANCER INST"|"Journal of The National Cancer Institute"|"http://jnci.oxfordjournals.org/"
"5708"|"NUCL INSTRUM METH PHYS RES B"|"Nuclear Instruments & Methods in Physics Research Section B-beam Interactions With Materials and Atoms"|"http://www.sciencedirect.com/science/journal/0168583X"
"9619"|"DEVELOP PSYCHOL"|"Developmental Psychology"|"http://www.apa.org/pubs/journals/dev/index.aspx"
"5383"|"IND ENG CHEM RES"|"Industrial & Engineering Chemistry Research"|"http://pubs.acs.org/journal/iecred"
"8156"|"CHEM RES TOXICOL"|"Chemical Research in Toxicology"|"http://pubs.acs.org/journal/crtoec"
"3428"|"IRISH J MED SCI"|"Irish Journal of Medical Science"|"http://www.ijms.ie/"
"3428"|"IRISH J MED SCI"|"Irish Journal of Medical Science"|"http://www.ijms.ie/"
"8142"|"BIOL PHARM BULL"|"Biological & Pharmaceutical Bulletin"|"http://www.jstage.jst.go.jp/browse/bpb"
"1875"|"AICHE J"|"Aiche Journal"|""
"3443"|"J ALLERG CLIN IMMUNOL"|"Journal of Allergy and Clinical Immunology"|"http://www.jacionline.org/"
"3443"|"J ALLERG CLIN IMMUNOL"|"Journal of Allergy and Clinical Immunology"|"http://www.jacionline.org/"
"14189"|""|"Scripta Metallurgica"|"http://www.sciencedirect.com/science/journal/00369748"
"16861"|""|"Philosophical Transactions of The Royal Society A: Mathematical, Physical and Engineering Sciences"|"http://rsta.royalsocietypublishing.org/"
"1732"|"MICROSC RES TECHNIQUE"|"Microscopy Research and Technique"|"http://as.wiley.com/WileyCDA/WileyTitle/productCd-JEMT.html"
"813"|"CVIU"|"Computer Vision and Image Understanding"|"www.elsevier.com/locate/cviu"
"14189"|""|"Scripta Metallurgica"|"http://www.sciencedirect.com/science/journal/00369748"
"5026"|"REV INCOME WEALTH"|"Review of Income and Wealth"|""
"794"|""|"Applied Mathematics Letters"|"www.elsevier.com/locate/aml"
"171"|"AMAI"|"Annals of Mathematics and Artificial Intelligence"|"http://www.wkap.nl/prod/j/1012-2443"
"5091"|"AIAA J"|"Aiaa Journal"|"http://www.aiaa.org/content.cfm?pageid=322&lupubid=2"
"7498"|"J VIROL"|"Journal of Virology"|"http://jvi.asm.org/"
"229"|"AC"|"Advances in Computers"|"http://www.harcourt-international.com/serials/computers/"
"6091"|"J ENVIRON QUAL"|"Journal of Environmental Quality"|"https://www.agronomy.org/publications/jeq"
"7415"|"TRANS AMER MATH SOC"|"Transactions of The American Mathematical Society"|"http://www.ams.org/tran/"
"7415"|"TRANS AMER MATH SOC"|"Transactions of The American Mathematical Society"|"http://www.ams.org/tran/"
"4180"|"REPROD BIOMED ONLINE"|"Reproductive Biomedicine Online"|"http://www.rbmojournal.com/"
"121"|"JISE"|"Journal of Information Science and Engineering"|"http://www.iis.sinica.edu.tw/page/jise/Introduction.html"
