"id"|"shortname"|"fullname"|"homepage"
"3402"|"ISCV"|"International Symposium on Computer Vision"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1800050"
"706"|"FOCS"|"IEEE Symposium on Foundations of Computer Science"|"http://theory.stanford.edu/focs2010/"
"15"|"ICCD"|"International Conference on Computer Design"|"http://www.world-academy-of-science.org/worldcomp11/ws/conferences/cdes11"
"4633"|"PV"|"Packet Video"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001688"
"204"|"PAKDD"|"Pacific-Asia Conference on Knowledge Discovery and Data Mining"|"http://pakdd2011.pakdd.org/"
"1105"|"ICPADS"|"International Conference on Parallel and Distributed Systems"|"http://conf.ncku.edu.tw/icpads/"
"1105"|"ICPADS"|"International Conference on Parallel and Distributed Systems"|"http://conf.ncku.edu.tw/icpads/"
"464"|"VR"|"Virtual Reality"|"http://www.informatik.uni-trier.de/~ley/db/conf/vr/index.html"
"5175"|"TIME"|"International Workshop on Temporal Representation and Reasoning"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000750"
"178"|"MSS"|"Symposium on Mass Storage Systems"|"http://www.informatik.uni-trier.de/~ley/db/conf/mss/index.html"
"658"|"ECDL"|"European Conference on Digital Libraries"|"http://www.ecdl2010.org/"
"195"|"ER(OOER)"|""|"http://er2011.ulb.ac.be/"
"2821"|"IROS"|"International Conference on Intelligent RObots and Systems - IROS"|"http://www.iros2011.org/"
"1083"|"ICDAR"|"International Conference on Document Analysis and Recognition"|"http://www.icdar2011.org/"
"2992"|"VR"|"Virtual Reality, IEEE Annual International Symposium"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000791"
"490"|"WI"|"Web Intelligence"|"http://wi-iat-2011.org/"
"456"|"HCC(VL)"|"Visual Languages/Human-Centric Computing Languages and Environments"|"http://www.cs.cmu.edu/~vlhcc2011/"
"458"|"VLDB"|"Very Large Data Bases"|"http://www.vldb.org/2011/"
"1720"|""|"ibm centre for advanced studies conference"|""
"736"|"HICSS"|"Hawaii International Conference on System Sciences"|"http://www.hicss.hawaii.edu/hicss_44/apahome44.htm"
"365"|"I3D"|"ACM Symposium on interactive 3D graphics"|"http://graphics.cs.umass.edu/i3d2011/papers.php"
"1100"|""|"Autonome Mobile Systeme"|"http://www.informatik.uni-trier.de/~ley/db/conf/ams/index.html"
"3906"|"GLOBECOM"|"Global Telecommunications Conference, . GLOBECOM . IEEE"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000308"
"840"|""|"DAGM Symposium Symposium for Pattern Recognition"|"http://www.dagm2011.org/"
"360"|"ISWC"|"International Semantic Web Conference"|"http://iswc2011.semanticweb.org/dates/"
"713"|"FPL"|"Field-Programmable Logic and Applications"|"http://fpl2011.org/index.php?cat_id=1"
"352"|"SEBD"|"Sistemi Evoluti per Basi di Dati"|"http://www.sebd.org/2011"
"789"|"CHI"|"Computer Human Interaction"|"http://www.chi2011.org/"
"1848"|"CEC"|"IEEE Congress on Evolutionary Computation"|"http://cec2011.org/"
"2140"|"ISSRE"|"International Symposium on Software Reliability Engineering"|"http://www.issre2010.org/"
"460"|""|"VLSI Design"|"http://www.informatik.uni-trier.de/~ley/db/conf/vlsid/index.html"
"4609"|"OFC"|"Optical Fiber Communication"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000522"
"2008"|"GPC"|"Grid and Pervasive Computing"|"http://www.cse.oulu.fi/GPC2011"
"2008"|"GPC"|"Grid and Pervasive Computing"|"http://www.cse.oulu.fi/GPC2011"
"3689"|"IEDM"|"International Electron Devices Meeting"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000245"
"1983"|"FECS"|"Conference on Frontiers in Education"|"http://www.world-academy-of-science.org/worldcomp11/ws/conferences/fecs11"
"713"|"FPL"|"Field-Programmable Logic and Applications"|"http://fpl2011.org/index.php?cat_id=1"
"65"|"IKE"|"Information and Knowledge Engineering"|"http://www.world-academy-of-science.org/worldcomp11/ws/conferences/ike11"
"65"|"IKE"|"Information and Knowledge Engineering"|"http://www.world-academy-of-science.org/worldcomp11/ws/conferences/ike11"
"651"|"DSN"|"Dependable Systems and Networks"|"http://www.dsn.org"
"651"|"DSN"|"Dependable Systems and Networks"|"http://www.dsn.org"
"293"|"ALT"|"Algorithmic Learning Theory"|"http://www-alg.ist.hokudai.ac.jp/~thomas/ALT11/alt11.jhtml"
"651"|"DSN"|"Dependable Systems and Networks"|"http://www.dsn.org"
"651"|"DSN"|"Dependable Systems and Networks"|"http://www.dsn.org"
"792"|"CIARP"|"Iberoamerican Congress on Pattern Recognition CIARP"|"http://www.ciarp.org/xvi/index.php"
"909"|"ECIR"|"European Colloquium on IR Research"|"http://www.ecir2011.dcu.ie/"
"187"|"NIPS"|"Neural Information Processing Systems"|"http://nips.cc/Conferences/2010/"
"1096"|"ICIP"|"International Conference on Image Processing"|"http://www.icip2011.com/"
"4176"|"IDAACS"|"IEEE International Workshop on Intelligent Data Acquisition and Advanced Computing Systems: Technology and Applications"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000389"
"4939"|"SENSORS"|"IEEE"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000662"
"4252"|"PHO"|"Lasers and Electro-Optics Society, IEEE LEOS Annual Meeting"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000413"
"490"|"WI"|"Web Intelligence"|"http://wi-iat-2011.org/"
"1356"|"MIPS"|"Multimedia Interactive Protocols and Systems"|"http://www.informatik.uni-trier.de/~ley/db/conf/mips/index.html"
"3235"|"PacRim"|"IEEE Pacific Rim Conference on Communications, Computers and Signal Processing"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000106"
"125"|"KI"|"German Conference on Artificial Intelligence"|"http://mira-voigt.de/ki2011/"
"1442"|""|"Practical Aspects of Knowledge Management"|"http://www.informatik.uni-trier.de/~ley/db/conf/pakm/index.html"
"636"|"DLog"|"Description Logics"|"http://www.informatik.uni-trier.de/~ley/db/conf/dlog/index.html"
"187"|"NIPS"|"Neural Information Processing Systems"|"http://nips.cc/Conferences/2010/"
"354"|""|"Security Protocols Workshop"|"http://spw.feis.herts.ac.uk/"
"354"|""|"Security Protocols Workshop"|"http://spw.feis.herts.ac.uk/"
"1740"|"3DPVT"|"3D Data Processing Visualization and Transmission"|""
"1589"|""|"Storage and Retrieval for Image and Video Databases"|"http://www.informatik.uni-trier.de/~ley/db/conf/spieSR/index.html"
"734"|"HCI"|"Human-Computer Interaction"|"http://www.hci2011.org/"
"734"|"HCI"|"Human-Computer Interaction"|"http://www.hci2011.org/"
"4050"|"WIFS"|"IEEE International Workshop on Information Forensics and Security"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1003070"
"4050"|"WIFS"|"IEEE International Workshop on Information Forensics and Security"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1003070"
"32"|"ICME(ICMCS)"|"International Conference on Multimedia Computing and Systems/International Conference on Multimedia and Expo"|"http://www.icme2011.org/callforpapers.php"
"622"|"DBSEC"|"IFIP Workshop on Database Security"|"http://www.egr.vcu.edu/dbsec2011/"
"1265"|"ICEC"|"International Workshop on Entertainment Computing"|"http://www.icec2011.org/"
"657"|"ECCV"|"European Conference on Computer Vision"|"http://eccv2012.unifi.it/"
"31"|"ICLP(JICSLP)"|"International Conference on Logic Programming/Joint International Conference and Symposium on Logic Programming"|"http://www.cs.uky.edu/iclp2011/"
"2821"|"IROS"|"International Conference on Intelligent RObots and Systems - IROS"|"http://www.iros2011.org/"
"4397"|"MIKON"|"International Conference on Microwaves, Radar and Wireless Communications"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000461"
"636"|"DLog"|"Description Logics"|"http://www.informatik.uni-trier.de/~ley/db/conf/dlog/index.html"
"651"|"DSN"|"Dependable Systems and Networks"|"http://www.dsn.org"
"1516"|""|"Bildverarbeitung fur die Medizin"|"http://www.bvm-workshop.org/"
"580"|"CMG"|"Computer Measurement Group Conference"|"http://www.informatik.uni-trier.de/~ley/db/conf/cmg/index.html"
"5061"|"TRANSDUCERS"|"International Conference on Solid State Sensors and Actuators"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000712"
"1445"|""|"Recent Issues in Pattern Analysis and Recognition"|"http://www.informatik.uni-trier.de/~ley/db/conf/par/index.html"
"40"|"ICSE"|"International Conference on Software Engineering"|"http://2011.icse-conferences.org/"
"4803"|"QELS"|"Quantum Electronics and Laser Science Conference"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1800476"
"1887"|"CSC"|"International Conference on Scientific Computing"|""
"326"|"SACMAT"|"Symposium on Access Control Models and Technologies"|"http://www.sacmat.org/"
"38"|"ICRA"|"International Conference on Robotics and Automation"|"http://www.icra2011.org/show.asp?id=35"
"1083"|"ICDAR"|"International Conference on Document Analysis and Recognition"|"http://www.icdar2011.org/"
"20"|"ICCV"|"International Conference on Computer Vision"|"http://www.iccv2011.org/"
"590"|"SOCG"|"Symposium on Computational Geometry"|"http://socg2011.inria.fr/"
"555"|"CAV"|"Computer Aided Verification"|"http://www.cs.utah.edu/cav2011"
"544"|"BTW"|"Datenbanksysteme in Büro, Technik und Wissenschaft(German Database Conference)"|"http://www.informatik.uni-trier.de/~ley/db/conf/btw/index.html"
"691"|"Euro-Par"|"European Conference on Parallel Processing"|"http://www.informatik.uni-trier.de/~ley/db/conf/europar/index.html"
"1032"|"GI"|"Graphics Interface"|"http://web.cs.dal.ca/~sbrooks/gi2011/"
"1096"|"ICIP"|"International Conference on Image Processing"|"http://www.icip2011.com/"
"1549"|"BMCV"|"Biologically Motivated Computer Vision"|"http://www.informatik.uni-trier.de/~ley/db/conf/bmcv/index.html"
"11"|"ICCAD"|"International Conference on Computer Aided Design"|"http://iccad.com/2010/index.html"
"840"|""|"DAGM Symposium Symposium for Pattern Recognition"|"http://www.dagm2011.org/"
"1073"|"ICC"|"IEEE International Conference on Communications"|"http://www.ieee-icc.org/2011/"
"2821"|"IROS"|"International Conference on Intelligent RObots and Systems - IROS"|"http://www.iros2011.org/"
"1096"|"ICIP"|"International Conference on Image Processing"|"http://www.icip2011.com/"
"1223"|"ISCAS"|"IEEE International Symposium on Circuits and Systems"|"http://www.iscas2011.org/"
"456"|"HCC(VL)"|"Visual Languages/Human-Centric Computing Languages and Environments"|"http://www.cs.cmu.edu/~vlhcc2011/"
"549"|"CAIP"|"Computer Analysis of Images and Patterns"|"http://congreso.us.es/caip2011/"
"2699"|"ICCS"|"International Conference on Computational Science"|"http://www.iccs-meeting.org/iccs2011"
"2536"|"MUC"|"Message Understanding Conference"|""
"4139"|"I2MTC"|"IEEE Instrumentation and Measurement Technology Conference"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000377"
"386"|"SRDS"|"Symposium on Reliable Distributed Systems"|"http://lsd.ls.fi.upm.es/srds2011/"
"386"|"SRDS"|"Symposium on Reliable Distributed Systems"|"http://lsd.ls.fi.upm.es/srds2011/"
"57"|"IFIP"|"World Computer Congress"|"http://www.informatik.uni-trier.de/~ley/db/conf/ifip/index.html"
"736"|"HICSS"|"Hawaii International Conference on System Sciences"|"http://www.hicss.hawaii.edu/hicss_44/apahome44.htm"
"1162"|""|"IFIP TC8 Publications"|"http://www.informatik.uni-trier.de/~ley/db/conf/ifip8/index.html"
"4398"|"MILCOM"|"MILCOM, Military Communications Conference"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000462"
"4398"|"MILCOM"|"MILCOM, Military Communications Conference"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000462"
"2339"|"VCIP"|"Visual Communications and Image Processing"|"http://conf.ncku.edu.tw/vcip2011/"
"386"|"SRDS"|"Symposium on Reliable Distributed Systems"|"http://lsd.ls.fi.upm.es/srds2011/"
"386"|"SRDS"|"Symposium on Reliable Distributed Systems"|"http://lsd.ls.fi.upm.es/srds2011/"
"4051"|"FUSION"|"International Conference on Information Fusion"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000362"
"4051"|"FUSION"|"International Conference on Information Fusion"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000362"
"360"|"ISWC"|"International Semantic Web Conference"|"http://iswc2011.semanticweb.org/dates/"
"838"|"CVPR"|"Computer Vision and Pattern Recognition"|"http://cvpr2011.org/"
"918"|"EDOS"|"Enterprise Distributed Object Computing Conference"|"http://edoc2011.cs.helsinki.fi/edoc2011/"
"2130"|"ISM"|"International Symposium on Multimedia"|""
"25"|"ICECCS"|"International Conference on Engineering of Complex Computer Systems"|"http://www.iceccs.org/2011/cfp.html"
"101"|"ITC"|"International Test Conference"|"http://www.itctestweek.org/"
"52"|"IDEAL"|"Intelligent Data Engineering and Automated Learning"|"http://www.uea.ac.uk/ideal2011"
"4304"|"APSURSI"|"Antennas and Propagation Society International Symposium"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000033"
"963"|""|"European Workshop on Computational Geometry"|"http://www.informatik.uni-trier.de/~ley/db/conf/ewcg/index.html"
"3704"|"ICEMI"|"International Conference on Electronic Measurement and Instruments"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001927"
"618"|"DATE"|"Design, Automation, and Test in Europe"|"http://www.date-conference.com/"
"4143"|"ICICDT"|"IEEE International Conference on Integrated Circuit Design and Technology"|"http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001271"
"1105"|"ICPADS"|"International Conference on Parallel and Distributed Systems"|"http://conf.ncku.edu.tw/icpads/"
